NACA 64012       Numer of rows  =198
0	-0	0.03559	13000	0
1.207	0.1	0.03604	13000	0.0032
2.477	0.2	0.03767	13000	0.0064
5.632	0.3	0.05914	13000	0.0054
6.962	0.5	0.06641	13000	0.0048
7.163	0.6	0.0551	13000	0.0166
-0	-0	0.02856	25000	-0
0.992	0.1	0.02871	25000	0.0017
1.99	0.2	0.02914	25000	0.0035
3.085	0.3	0.03105	25000	0.0063
4.18	0.4	0.03317	25000	0.0088
5.304	0.5	0.03565	25000	0.0116
6.514	0.6	0.03929	25000	0.0151
0	0	0.02336	50000	0
0.985	0.1	0.02389	50000	0.0015
1.962	0.2	0.02443	50000	0.0029
2.936	0.3	0.02515	50000	0.0042
3.925	0.4	0.02616	50000	0.0056
4.937	0.5	0.02751	50000	0.0074
5.988	0.6	0.02939	50000	0.0096
8.252	0.8	0.03356	50000	0.0146
10.291	0.9	0.04383	50000	0.0256
-0	-0	0.02101	75000	-0
0.939	0.1	0.02097	75000	0.0007
1.877	0.2	0.02131	75000	0.0016
2.831	0.3	0.02185	75000	0.0027
3.799	0.4	0.02262	75000	0.004
4.787	0.5	0.02366	75000	0.0056
5.803	0.6	0.02508	75000	0.0075
7.813	0.8	0.02714	75000	0.0094
9.186	0.9	0.03141	75000	0.0159
-0	-0	0.01919	100000	-0
0.941	0.1	0.01924	100000	0.001
1.885	0.2	0.01943	100000	0.002
2.831	0.3	0.0199	100000	0.003
3.787	0.4	0.02057	100000	0.0041
4.756	0.5	0.02148	100000	0.0054
5.75	0.6	0.02269	100000	0.0069
7.648	0.8	0.02399	100000	0.0071
8.925	0.9	0.02724	100000	0.0128
10.446	1	0.0326	100000	0.0205
-0	0	0.01588	200000	-0
0.926	0.1	0.01594	200000	0.0007
1.855	0.2	0.01613	200000	0.0014
2.789	0.3	0.01643	200000	0.0022
3.73	0.4	0.01693	200000	0.003
4.682	0.5	0.01759	200000	0.0041
5.65	0.6	0.01846	200000	0.0053
7.388	0.8	0.01866	200000	0.0027
8.582	0.9	0.02074	200000	0.0079
9.822	1	0.0235	200000	0.0131
11.27	1.1	0.02779	200000	0.0202
-0	0	0.01439	300000	-0
0.917	0.1	0.01445	300000	0.0005
1.837	0.2	0.01461	300000	0.0011
2.76	0.3	0.0149	300000	0.0017
3.691	0.4	0.01531	300000	0.0024
4.631	0.5	0.01587	300000	0.0032
5.584	0.6	0.0166	300000	0.0042
7.239	0.8	0.01633	300000	-0.0002
8.417	0.9	0.01803	300000	0.0051
9.601	1	0.02017	300000	0.0098
10.867	1.1	0.02307	300000	0.0152
12.616	1.2	0.02866	300000	0.0259
-0	0	0.01348	400000	-0
0.912	0.1	0.01353	400000	0.0004
1.825	0.2	0.01368	400000	0.0009
2.742	0.3	0.01394	400000	0.0013
3.666	0.4	0.01431	400000	0.0019
4.598	0.5	0.01482	400000	0.0026
5.541	0.6	0.01546	400000	0.0035
7.13	0.8	0.01494	400000	-0.0024
8.301	0.9	0.01642	400000	0.003
9.464	1	0.01825	400000	0.0077
10.661	1.1	0.02059	400000	0.0123
12.028	1.2	0.02404	400000	0.0187
-0	-0	0.01284	500000	-0
0.908	0.1	0.01289	500000	0.0003
1.817	0.2	0.01303	500000	0.0007
2.73	0.3	0.01327	500000	0.0011
3.648	0.4	0.01362	500000	0.0016
4.574	0.5	0.01408	500000	0.0022
5.511	0.6	0.01467	500000	0.003
7.043	0.8	0.01397	500000	-0.0042
8.211	0.9	0.01531	500000	0.0013
9.368	1	0.01695	500000	0.0061
10.53	1.1	0.01899	500000	0.0104
11.792	1.2	0.02176	500000	0.0155
13.679	1.3	0.02789	500000	0.0275
-0	0	0.01236	600000	-0
0.904	0.1	0.0124	600000	0.0003
1.811	0.2	0.01254	600000	0.0006
2.72	0.3	0.01276	600000	0.0009
3.634	0.4	0.01309	600000	0.0014
4.556	0.5	0.01352	600000	0.0019
5.488	0.6	0.01408	600000	0.0026
6.97	0.8	0.01326	600000	-0.0056
8.141	0.9	0.0145	600000	-0
9.294	1	0.01601	600000	0.0049
10.436	1.1	0.01784	600000	0.009
11.642	1.2	0.02025	600000	0.0135
13.168	1.3	0.02425	600000	0.022
-0	0	0.01198	700000	-0
0.902	0.1	0.01202	700000	0.0002
1.805	0.2	0.01215	700000	0.0005
2.712	0.3	0.01236	700000	0.0008
3.624	0.4	0.01267	700000	0.0012
4.542	0.5	0.01308	700000	0.0017
5.47	0.6	0.01361	700000	0.0022
6.908	0.8	0.0127	700000	-0.0069
8.082	0.9	0.01386	700000	-0.0012
9.233	1	0.01527	700000	0.0038
10.365	1.1	0.01697	700000	0.0079
11.536	1.2	0.01912	700000	0.012
12.88	1.3	0.02229	700000	0.0181
-0	0	0.01166	800000	-0
0.9	0.1	0.0117	800000	0.0002
1.801	0.2	0.01182	800000	0.0004
2.706	0.3	0.01203	800000	0.0007
3.615	0.4	0.01233	800000	0.001
4.53	0.5	0.01272	800000	0.0015
5.454	0.6	0.01322	800000	0.002
6.854	0.8	0.01224	800000	-0.0081
8.03	0.9	0.01335	800000	-0.0022
9.182	1	0.01468	800000	0.0029
10.307	1.1	0.01627	800000	0.007
11.456	1.2	0.01826	800000	0.0108
12.73	1.3	0.02102	800000	0.0161
15.01	1.4	0.02979	800000	0.0306
-0	-0	0.0114	900000	-0
0.898	0.1	0.01143	900000	0.0002
1.798	0.2	0.01155	900000	0.0004
2.7	0.3	0.01175	900000	0.0006
3.607	0.4	0.01204	900000	0.0009
4.52	0.5	0.01242	900000	0.0013
5.442	0.6	0.01289	900000	0.0018
6.805	0.8	0.01186	900000	-0.0091
7.984	0.9	0.01292	900000	-0.0031
9.137	1	0.01419	900000	0.0021
10.26	1.1	0.0157	900000	0.0062
11.392	1.2	0.01755	900000	0.0099
12.62	1.3	0.02003	900000	0.0146
14.469	1.4	0.02568	900000	0.0266
-0	0	0.01116	1000000	-0
0.897	0.1	0.0112	1000000	0.0001
1.795	0.2	0.01132	1000000	0.0003
2.695	0.3	0.01151	1000000	0.0005
3.6	0.4	0.01179	1000000	0.0008
4.512	0.5	0.01215	1000000	0.0011
5.431	0.6	0.01261	1000000	0.0016
7.942	0.9	0.01255	1000000	-0.004
9.097	1	0.01377	1000000	0.0013
10.22	1.1	0.01522	1000000	0.0055
11.339	1.2	0.01696	1000000	0.0091
12.536	1.3	0.01926	1000000	0.0134
14.165	1.4	0.02363	1000000	0.0233
-0	-0	0.01079	1200000	-0
0.894	0.1	0.01082	1200000	0.0001
1.789	0.2	0.01093	1200000	0.0002
2.687	0.3	0.01111	1200000	0.0004
3.589	0.4	0.01137	1200000	0.0006
4.497	0.5	0.01172	1200000	0.0009
5.412	0.6	0.01215	1200000	0.0013
6.926	0.8	0.01112	1200000	-0.006
7.867	0.9	0.01196	1200000	-0.0055
9.031	1	0.0131	1200000	0
10.154	1.1	0.01444	1200000	0.0044
11.256	1.2	0.01602	1200000	0.0078
12.411	1.3	0.01805	1200000	0.0116
13.778	1.4	0.02122	1200000	0.0181
-0	-0	0.01048	1400000	-0
0.892	0.1	0.01052	1400000	0.0001
1.785	0.2	0.01062	1400000	0.0001
2.681	0.3	0.01079	1400000	0.0003
3.581	0.4	0.01105	1400000	0.0004
4.486	0.5	0.01137	1400000	0.0007
5.398	0.6	0.01179	1400000	0.001
7.009	0.8	0.01076	1400000	-0.0039
7.802	0.9	0.01149	1400000	-0.0069
8.973	1	0.01257	1400000	-0.0011
10.1	1.1	0.01383	1400000	0.0035
11.193	1.2	0.01531	1400000	0.0069
12.32	1.3	0.01715	1400000	0.0103
13.592	1.4	0.01985	1400000	0.0155
-0	0	0.01035	1500000	-0
0.891	0.1	0.01038	1500000	0
1.784	0.2	0.01049	1500000	0.0001
2.678	0.3	0.01066	1500000	0.0002
3.577	0.4	0.0109	1500000	0.0004
4.481	0.5	0.01122	1500000	0.0006
5.392	0.6	0.01163	1500000	0.0009
7.043	0.8	0.0106	1500000	-0.0031
7.788	0.9	0.01129	1500000	-0.0071
8.947	1	0.01234	1500000	-0.0016
10.076	1.1	0.01357	1500000	0.0031
11.166	1.2	0.01501	1500000	0.0064
12.283	1.3	0.01677	1500000	0.0098
13.528	1.4	0.01933	1500000	0.0147
