BE12288M1_2 No Flap Number of Rows = 1122
-8 -0.35113 0.155621 40000 -0.01005
-7.5 -0.39595 0.158996 40000 -0.00701
-7 -0.35679 0.14565 40000 -0.00525
-6.5 -0.36916 0.142826 40000 -0.00228
-6 -0.39571 0.142461 40000 -0.00094
-5.5 -0.40286 0.138512 40000 -0.00175
-5 -0.39687 0.132555 40000 0.00188
-4.5 -0.39312 0.131359 40000 -0.0083
-4 -0.38939 0.12397 40000 -0.00116
-3.5 -0.36657 0.120584 40000 -0.01145
-3 -0.35732 0.114859 40000 -0.00814
-2.5 -0.33115 0.110112 40000 -0.01365
-1.5 -0.2535 0.102352 40000 -0.02935
-1 -0.23002 0.097795 40000 -0.02928
-0.5 -0.18668 0.09487 40000 -0.03562
2 0.336299 0.093799 40000 -0.1339
3 0.495346 0.099881 40000 -0.15565
3.5 0.553177 0.103611 40000 -0.16103
4 0.606685 0.10798 40000 -0.16502
4.5 0.658148 0.112851 40000 -0.1684
5 0.707944 0.118282 40000 -0.17129
5.5 0.741097 0.122729 40000 -0.17201
6 0.757242 0.124606 40000 -0.17029
6.5 0.789528 0.129984 40000 -0.17085
7 0.822824 0.135868 40000 -0.1717
7.5 0.860343 0.142655 40000 -0.17313
8 0.881545 0.148273 40000 -0.17304
8.5 0.895801 0.153093 40000 -0.17248
9 0.911617 0.158015 40000 -0.17226
9.5 0.932837 0.163764 40000 -0.1728
10 0.951912 0.169166 40000 -0.17327
10.5 0.977579 0.175764 40000 -0.17446
11 0.999688 0.181743 40000 -0.17539
11.5 1.031057 0.189372 40000 -0.17693
12.5 1.054891 0.197931 40000 -0.17865
13.5 1.085017 0.208247 40000 -0.18178
14 1.105195 0.214599 40000 -0.18371
14.5 1.130875 0.221896 40000 -0.18551
15 1.158368 0.229685 40000 -0.18727
15.5 1.1686 0.233026 40000 -0.18946
16.5 1.194941 0.242708 40000 -0.19477
17 1.212412 0.24891 40000 -0.19749
17.5 1.231893 0.255503 40000 -0.20005
18 1.252329 0.262555 40000 -0.20255
18.5 1.276159 0.271275 40000 -0.20476
19 1.296639 0.27894 40000 -0.20724
19.5 1.307316 0.282115 40000 -0.21097
22.5 0.916459 0.279633 40000 -0.14949
23 0.913349 0.283801 40000 -0.15162
23.5 0.914375 0.290427 40000 -0.15364
24 0.934167 0.301473 40000 -0.15408
24.5 0.921658 0.303811 40000 -0.15715
25 0.932226 0.312841 40000 -0.15824
25.5 0.928742 0.317673 40000 -0.1607
26 0.93676 0.326503 40000 -0.162
26.5 0.933604 0.331705 40000 -0.16451
27 0.944518 0.341539 40000 -0.16543
27.5 0.937336 0.34603 40000 -0.16843
28 0.949954 0.355858 40000 -0.16901
28.5 0.941652 0.36068 40000 -0.17218
29 0.944615 0.367589 40000 -0.17387
29.5 0.948434 0.376243 40000 -0.17544
30 0.944829 0.382227 40000 -0.17809
-30 -0.68143 0.327863 80000 0.058235
-29.5 -0.6646 0.322884 80000 0.053125
-28.5 -0.32534 0.249283 80000 -0.00824
-27.5 -0.59536 0.303637 80000 0.032073
-27 -0.57734 0.297145 80000 0.027888
-26.5 -0.55915 0.291789 80000 0.023275
-26 -0.54079 0.286533 80000 0.018582
-25.5 -0.52231 0.281324 80000 0.013842
-25 -0.50387 0.276778 80000 0.008742
-24 -0.46703 0.26569 80000 -0.00027
-23.5 -0.44779 0.259775 80000 -0.00418
-23 -0.42866 0.254347 80000 -0.00833
-22.5 -0.4096 0.248995 80000 -0.01254
-22 -0.3908 0.243945 80000 -0.01691
-21.5 -0.3736 0.240491 80000 -0.02186
-21 -0.35597 0.235166 80000 -0.02597
-20.5 -0.33504 0.2273 80000 -0.02855
-20 -0.31601 0.221764 80000 -0.03186
-19.5 -0.29787 0.216597 80000 -0.03538
-19 -0.28184 0.212697 80000 -0.03941
-18 -0.24889 0.201311 80000 -0.04506
-17.5 -0.23243 0.195776 80000 -0.04689
-17 -0.21958 0.191244 80000 -0.04846
-16.5 -0.21294 0.187936 80000 -0.04904
-16 -0.22057 0.188242 80000 -0.04796
-15 -0.23934 0.183387 80000 -0.03908
-14.5 -0.24849 0.181577 80000 -0.03479
-14 -0.25872 0.180073 80000 -0.03131
-13.5 -0.26957 0.178701 80000 -0.02859
-13 -0.27755 0.179009 80000 -0.03069
-12.5 -0.24075 0.168616 80000 -0.03736
-11.5 -0.18342 0.156462 80000 -0.05117
-11 -0.19413 0.159631 80000 -0.05916
-10.5 -0.12655 0.142378 80000 -0.06229
-10 -0.1125 0.138075 80000 -0.06464
-9.5 -0.11153 0.137254 80000 -0.06885
-9 -0.13614 0.140908 80000 -0.07265
-8.5 -0.0822 0.126113 80000 -0.07108
-8 -0.05211 0.12077 80000 -0.07547
-7.5 -0.07483 0.12054 80000 -0.07046
-7 -0.11362 0.122746 80000 -0.06562
-6.5 -0.10059 0.119183 80000 -0.07406
-6 -0.11386 0.115001 80000 -0.06422
-5.5 -0.08377 0.109559 80000 -0.06571
-5 -0.0961 0.107903 80000 -0.06308
-4.5 -0.06725 0.105967 80000 -0.08018
-4 -0.0508 0.099748 80000 -0.07305
-3.5 -0.03783 0.097301 80000 -0.0743
-3 0.04786 0.090409 80000 -0.0908
-2.5 0.059299 0.088993 80000 -0.09171
0.5 0.548847 0.070459 80000 -0.16108
1 0.707063 0.065589 80000 -0.17982
1.5 0.750823 0.066769 80000 -0.18055
2 0.78761 0.068617 80000 -0.17988
4 0.996064 0.071771 80000 -0.17904
4.5 1.025037 0.072982 80000 -0.17635
5 1.057189 0.075443 80000 -0.17411
5.5 1.089245 0.077802 80000 -0.17186
6 1.122766 0.079875 80000 -0.16959
6.5 1.15649 0.081804 80000 -0.16729
7.5 1.220551 0.085696 80000 -0.16247
12 1.568302 0.088751 80000 -0.13949
12.5 1.556419 0.096435 80000 -0.13734
14.5 1.828326 0.082389 80000 -0.1291
17.5 1.268743 0.24184 80000 -0.19088
18 1.298035 0.24914 80000 -0.1913
18.5 1.32979 0.255937 80000 -0.19103
19 1.327295 0.259831 80000 -0.19704
19.5 1.327027 0.2665 80000 -0.20383
20 1.339528 0.273325 80000 -0.20796
20.5 1.375429 0.281719 80000 -0.20617
22 1.415821 0.302759 80000 -0.21794
22.5 1.407649 0.305418 80000 -0.22908
23 1.428009 0.31402 80000 -0.23107
23.5 1.43494 0.318383 80000 -0.23816
24 1.45375 0.327386 80000 -0.24058
24.5 1.458653 0.331266 80000 -0.24901
25 1.491141 0.345457 80000 -0.2458
25.5 1.482898 0.343723 80000 -0.25986
26 1.501624 0.350039 80000 -0.26182
26.5 1.51044 0.355987 80000 -0.26888
27 1.521706 0.360203 80000 -0.27507
27.5 1.543347 0.370515 80000 -0.27466
28 1.545324 0.370949 80000 -0.28627
28.5 1.558771 0.375636 80000 -0.29058
29 1.58347 0.395362 80000 -0.28743
29.5 1.580186 0.385713 80000 -0.30279
30 1.593173 0.390498 80000 -0.30664
-30 -0.35497 0.261598 100000 0.001897
-29.5 -0.34497 0.257013 100000 -0.00139
-29 -0.33514 0.252761 100000 -0.00477
-28 -0.31394 0.243157 100000 -0.011
-27.5 -0.3027 0.238658 100000 -0.01404
-27 -0.29154 0.234244 100000 -0.0171
-26.5 -0.28038 0.229896 100000 -0.02016
-25 -0.24757 0.217411 100000 -0.0292
-24.5 -0.23503 0.212804 100000 -0.03169
-24 -0.22328 0.208777 100000 -0.0343
-23.5 -0.21198 0.204891 100000 -0.03684
-23 -0.20137 0.201336 100000 -0.03933
-22.5 -0.19278 0.19883 100000 -0.04185
-22 -0.18563 0.196468 100000 -0.04393
-21.5 -0.17461 0.191349 100000 -0.0444
-21 -0.1693 0.188971 100000 -0.04438
-20.5 -0.16981 0.18787 100000 -0.04294
-20 -0.17658 0.187898 100000 -0.03995
-19.5 -0.18548 0.188285 100000 -0.03691
-19 -0.19681 0.18993 100000 -0.03488
-18 -0.24787 0.200074 100000 -0.0453
-17.5 -0.23113 0.194501 100000 -0.04711
-17 -0.2182 0.189935 100000 -0.04865
-16.5 -0.21223 0.18653 100000 -0.04883
-16 -0.22183 0.186284 100000 -0.0464
-15.5 -0.2479 0.189446 100000 -0.04199
-15 -0.25405 0.184915 100000 -0.03706
-14.5 -0.26058 0.181977 100000 -0.0326
-14 -0.24405 0.176855 100000 -0.03553
-13.5 -0.21361 0.171118 100000 -0.04565
-13 -0.18087 0.162842 100000 -0.05436
-12.5 -0.14564 0.154583 100000 -0.05961
-12 -0.11625 0.148758 100000 -0.06776
-11.5 -0.09754 0.14447 100000 -0.07737
-11 -0.05784 0.134634 100000 -0.07972
-10.5 -0.02241 0.128291 100000 -0.08733
-10 -0.02635 0.129437 100000 -0.09429
-9.5 0.03218 0.116605 100000 -0.10054
-9 0.047088 0.112409 100000 -0.09992
-8.5 0.064922 0.108779 100000 -0.10287
-8 0.03193 0.111766 100000 -0.09995
-7.5 -0.01182 0.115042 100000 -0.09551
-7 0.029186 0.104344 100000 -0.09406
-6.5 0.030049 0.101432 100000 -0.08947
-6 0.053108 0.097185 100000 -0.09196
-5.5 0.029162 0.09702 100000 -0.08722
-4 0.064096 0.087449 100000 -0.09073
-3.5 0.12039 0.083451 100000 -0.10819
-3 0.163006 0.078218 100000 -0.10771
-2.5 0.225732 0.074477 100000 -0.12158
0 0.623252 0.058082 100000 -0.16915
0.5 0.761467 0.052481 100000 -0.18551
1 0.860169 0.04972 100000 -0.19071
4.5 1.152443 0.056146 100000 -0.1799
5 1.269872 0.049766 100000 -0.18233
7.5 1.630089 0.03855 100000 -0.18283
8 1.679391 0.03792 100000 -0.18086
8.5 1.739706 0.03685 100000 -0.18037
9 1.730545 0.039778 100000 -0.17188
9.5 1.763539 0.040437 100000 -0.16847
10 1.808919 0.040472 100000 -0.16645
10.5 1.862066 0.040357 100000 -0.16544
11 1.869497 0.043097 100000 -0.15994
11.5 1.869548 0.046478 100000 -0.1542
12 1.879629 0.049443 100000 -0.14977
12.5 1.893813 0.052332 100000 -0.14596
13 1.905943 0.05549 100000 -0.14223
13.5 1.912623 0.059217 100000 -0.13843
14 1.915783 0.063372 100000 -0.13475
14.5 1.918864 0.067566 100000 -0.13135
15 1.927598 0.071297 100000 -0.12848
15.5 1.944911 0.074238 100000 -0.12613
16 1.899294 0.083666 100000 -0.12263
16.5 1.866002 0.092726 100000 -0.12072
17 1.867666 0.097479 100000 -0.11939
17.5 1.684253 0.132023 100000 -0.12683
19.5 1.782199 0.137698 100000 -0.12462
20 1.790694 0.141891 100000 -0.1257
22 1.415569 0.284656 100000 -0.21541
22.5 1.431383 0.291565 100000 -0.21892
23 1.456832 0.291188 100000 -0.21797
26 0.962589 0.317778 100000 -0.15981
26.5 0.9436 0.32526 100000 -0.16505
27 0.949621 0.33121 100000 -0.1663
27.5 0.959847 0.339742 100000 -0.1669
28 0.948289 0.346965 100000 -0.17122
28.5 0.954698 0.352882 100000 -0.17223
29 0.95604 0.361432 100000 -0.17413
29.5 0.951416 0.36901 100000 -0.17734
30 0.956895 0.375054 100000 -0.17835
-30 -0.68319 0.327991 130000 0.059242
-29.5 -0.66634 0.323045 130000 0.054147
-29 -0.64921 0.317942 130000 0.049028
-28 -0.31477 0.242677 130000 -0.01105
-27.5 -0.30308 0.237746 130000 -0.01395
-27 -0.29163 0.23336 130000 -0.01699
-26.5 -0.28025 0.228983 130000 -0.02004
-26 -0.26889 0.224639 130000 -0.02309
-25.5 -0.25787 0.220569 130000 -0.02621
-24.5 -0.23538 0.211975 130000 -0.03195
-24 -0.22296 0.20769 130000 -0.03444
-23.5 -0.21117 0.203777 130000 -0.03696
-23 -0.19999 0.199985 130000 -0.03938
-22.5 -0.18976 0.196498 130000 -0.04166
-22 -0.18208 0.194034 130000 -0.04381
-21.5 -0.17727 0.192105 130000 -0.04519
-21 -0.17105 0.188345 130000 -0.04421
-20.5 -0.17584 0.188031 130000 -0.04125
-20 -0.18597 0.188621 130000 -0.0372
-19.5 -0.19497 0.18871 130000 -0.0338
-19 -0.20216 0.188268 130000 -0.03123
-18.5 -0.18088 0.183686 130000 -0.03831
-18 -0.1564 0.177486 130000 -0.04457
-17.5 -0.12927 0.171548 130000 -0.05049
-17 -0.10378 0.166356 130000 -0.05695
-16.5 -0.08552 0.162322 130000 -0.0625
-16 -0.07516 0.160964 130000 -0.06875
-15.5 -0.04193 0.152247 130000 -0.07292
-14.5 -0.2032 0.172623 130000 -0.04818
-14 -0.16767 0.164933 130000 -0.05574
-13.5 -0.13985 0.159364 130000 -0.06602
-13 -0.10226 0.149573 130000 -0.07275
-12.5 -0.06578 0.142052 130000 -0.07965
-12 -0.04476 0.138854 130000 -0.09165
-11.5 0.003807 0.127084 130000 -0.09709
-11 0.036989 0.120569 130000 -0.1022
-10.5 0.054451 0.11774 130000 -0.11047
-10 0.08492 0.110118 130000 -0.11633
-9.5 0.113696 0.103786 130000 -0.11634
-9 0.137435 0.099127 130000 -0.11867
-8.5 0.142407 0.098012 130000 -0.12372
-8 0.136356 0.095899 130000 -0.12511
-7.5 0.172652 0.088382 130000 -0.1223
-7 0.194038 0.084302 130000 -0.12244
-6.5 0.196527 0.08245 130000 -0.12156
-6 0.210198 0.082621 130000 -0.13832
-5.5 0.237907 0.074751 130000 -0.13121
-5 0.243477 0.072709 130000 -0.12686
-4.5 0.296069 0.069362 130000 -0.14635
-4 0.326091 0.063915 130000 -0.14173
-3.5 0.369442 0.061728 130000 -0.14971
-3 0.43748 0.055106 130000 -0.15567
-1.5 0.745759 0.035537 130000 -0.20013
-1 0.792944 0.034817 130000 -0.20111
-0.5 0.883642 0.031697 130000 -0.20674
0.5 1.002118 0.030404 130000 -0.20798
1.5 1.121625 0.02926 130000 -0.20853
2 1.162787 0.02988 130000 -0.20643
2.5 1.249087 0.027367 130000 -0.20969
3.5 1.32715 0.028028 130000 -0.20393
4 1.399657 0.027061 130000 -0.20556
4.5 1.437849 0.028063 130000 -0.20281
5 1.487771 0.02829 130000 -0.20151
5.5 1.564996 0.026853 130000 -0.20379
6 1.607606 0.027103 130000 -0.20132
6.5 1.650216 0.027381 130000 -0.19889
7 1.693584 0.027556 130000 -0.19654
7.5 1.736473 0.027705 130000 -0.1941
8 1.778217 0.027938 130000 -0.19153
8.5 1.814272 0.02843 130000 -0.18815
9 1.822885 0.029939 130000 -0.18085
9.5 1.842412 0.03136 130000 -0.17565
10 1.871273 0.032633 130000 -0.17195
10.5 1.877599 0.035172 130000 -0.16593
11 1.88254 0.038006 130000 -0.16027
11.5 1.892564 0.040773 130000 -0.15553
12 1.906493 0.043517 130000 -0.15146
12.5 1.920975 0.046353 130000 -0.14766
13 1.930949 0.049622 130000 -0.14378
13.5 1.934327 0.053458 130000 -0.13976
14 1.934258 0.05774 130000 -0.13593
14.5 1.933159 0.062325 130000 -0.13246
15 1.933784 0.066932 130000 -0.12947
15.5 1.937238 0.071283 130000 -0.1269
16 1.940366 0.075675 130000 -0.12464
16.5 1.916299 0.08357 130000 -0.12263
17 1.906945 0.089955 130000 -0.12127
17.5 1.90659 0.095186 130000 -0.12024
18 1.895774 0.102029 130000 -0.11994
18.5 1.869604 0.111521 130000 -0.12083
19 1.852221 0.119923 130000 -0.12216
19.5 1.83949 0.127781 130000 -0.12395
20 1.829029 0.13546 130000 -0.12623
20.5 1.815785 0.143881 130000 -0.12939
21 1.785493 0.156045 130000 -0.13505
21.5 1.767444 0.166015 130000 -0.14013
22 1.760652 0.17376 130000 -0.14437
22.5 1.769731 0.177986 130000 -0.14666
23 1.727027 0.194495 130000 -0.15748
23.5 1.743853 0.196896 130000 -0.15897
24 1.465117 0.308865 130000 -0.23468
24.5 1.485954 0.312267 130000 -0.2356
25 0.943082 0.300919 130000 -0.15863
25.5 0.957455 0.305896 130000 -0.15856
26 0.945612 0.315968 130000 -0.16298
26.5 0.949436 0.322163 130000 -0.16469
27 0.96711 0.328264 130000 -0.16404
27.5 0.949524 0.337959 130000 -0.16938
28 0.953413 0.344028 130000 -0.17095
28.5 0.972233 0.35135 130000 -0.17003
29 0.952488 0.360203 130000 -0.17567
29.5 0.955698 0.366245 130000 -0.17721
30 0.964863 0.373537 130000 -0.17752
-30 -0.35564 0.260369 160000 0.002299
-29.5 -0.34562 0.255682 160000 -0.00104
-28 -0.61496 0.3076 160000 0.038463
-27.5 -0.59743 0.301863 160000 0.03412
-27 -0.57945 0.296698 160000 0.02938
-26.5 -0.5612 0.291459 160000 0.024596
-26 -0.54276 0.286072 160000 0.019799
-25.5 -0.52411 0.280605 160000 0.014925
-24 -0.46842 0.263888 160000 0.001006
-23.5 -0.44927 0.258456 160000 -0.00312
-23 -0.42999 0.25305 160000 -0.00736
-22.5 -0.41071 0.247526 160000 -0.01164
-22 -0.39151 0.241973 160000 -0.01605
-21.5 -0.37319 0.237045 160000 -0.02092
-21 -0.35575 0.231935 160000 -0.02547
-20.5 -0.33519 0.224888 160000 -0.02811
-20 -0.31593 0.219396 160000 -0.03151
-19.5 -0.29713 0.213962 160000 -0.03501
-19 -0.27891 0.208481 160000 -0.03851
-18.5 -0.26231 0.203433 160000 -0.04252
-18 -0.24961 0.1992 160000 -0.04663
-17.5 -0.22998 0.192143 160000 -0.04766
-17 -0.21661 0.187651 160000 -0.04897
-16.5 -0.21517 0.184901 160000 -0.04769
-16 -0.23822 0.185871 160000 -0.04068
-15.5 -0.23306 0.183345 160000 -0.04549
-15 -0.1932 0.172962 160000 -0.05195
-14.5 -0.15762 0.165244 160000 -0.05933
-14 -0.12307 0.157602 160000 -0.06827
-13.5 -0.0966 0.150337 160000 -0.0772
-13 -0.05323 0.141704 160000 -0.08397
-12.5 -0.0273 0.136082 160000 -0.09314
-12 0.00943 0.12699 160000 -0.09952
-11.5 0.039054 0.120852 160000 -0.10344
-11 0.058818 0.116248 160000 -0.10915
-10.5 0.073401 0.110888 160000 -0.11316
-10 0.100555 0.104757 160000 -0.11295
-9.5 0.118708 0.100452 160000 -0.11395
-9 0.132545 0.096862 160000 -0.11655
-8.5 0.121061 0.097267 160000 -0.12366
-8 0.163765 0.087806 160000 -0.11989
-7.5 0.186594 0.083668 160000 -0.12026
-7 0.200954 0.080336 160000 -0.12151
-6.5 0.222499 0.078262 160000 -0.13952
-6 0.246358 0.07177 160000 -0.1327
-5.5 0.270145 0.068383 160000 -0.13207
-5 0.347493 0.061653 160000 -0.15686
-4.5 0.359349 0.058546 160000 -0.14938
-4 0.41839 0.053756 160000 -0.15612
-3.5 0.481973 0.048221 160000 -0.1686
-3 0.564527 0.042601 160000 -0.17974
-2.5 0.623283 0.039436 160000 -0.18523
-2 0.721264 0.033558 160000 -0.19772
-1.5 0.777535 0.031942 160000 -0.19979
-1 0.883646 0.025108 160000 -0.21136
-0.5 0.944306 0.024283 160000 -0.21229
0 1.001459 0.023727 160000 -0.21261
0.5 1.060664 0.023415 160000 -0.21295
1 1.117864 0.022955 160000 -0.213
1.5 1.171356 0.022823 160000 -0.21261
2 1.236138 0.021926 160000 -0.21351
2.5 1.286794 0.021855 160000 -0.21265
3 1.33899 0.02085 160000 -0.2113
3.5 1.391497 0.021155 160000 -0.21054
4 1.439833 0.021687 160000 -0.20924
4.5 1.499074 0.021653 160000 -0.20949
5 1.550226 0.021761 160000 -0.20844
5.5 1.595697 0.022039 160000 -0.20652
6 1.640833 0.022374 160000 -0.2046
6.5 1.685044 0.022702 160000 -0.20252
7 1.726465 0.023086 160000 -0.2
7.5 1.764134 0.023602 160000 -0.19691
8 1.797333 0.024266 160000 -0.19314
8.5 1.828018 0.025017 160000 -0.18895
9 1.838101 0.026601 160000 -0.18198
9.5 1.851201 0.028421 160000 -0.17606
10 1.868379 0.030347 160000 -0.1711
10.5 1.876164 0.032934 160000 -0.1655
11 1.881 0.035948 160000 -0.1601
11.5 1.889932 0.038959 160000 -0.15547
12 1.899455 0.042099 160000 -0.15119
12.5 1.907353 0.045481 160000 -0.14709
13 1.913293 0.049147 160000 -0.14319
13.5 1.916889 0.053185 160000 -0.13954
14 1.919999 0.057461 160000 -0.13624
14.5 1.923536 0.061827 160000 -0.13328
15 1.926901 0.066301 160000 -0.13065
15.5 1.932614 0.070568 160000 -0.12836
16 1.918374 0.077489 160000 -0.12636
16.5 1.914606 0.083278 160000 -0.12476
17 1.914862 0.088569 160000 -0.12347
17.5 1.904001 0.095581 160000 -0.12285
18 1.888875 0.103449 160000 -0.12284
18.5 1.876818 0.111008 160000 -0.12331
19 1.866045 0.118509 160000 -0.12432
19.5 1.850978 0.126949 160000 -0.12623
20 1.827702 0.137221 160000 -0.12951
20.5 1.809504 0.146763 160000 -0.13306
21 1.794472 0.155876 160000 -0.13697
21.5 1.78263 0.164509 160000 -0.14113
22 1.778094 0.17164 160000 -0.14481
22.5 1.760228 0.182101 160000 -0.151
